Policy_number,Type,Coverage,Coverage_Add_Ons,Policy_Status,Validity,Insured_amount,Premium_amount,Issuance_date,Policy_holder_name,Payment_status,Payment_Frequency,Policy_renewal_date,Claimant_name,Relationship,Address,Claimant_occupation,Claimant_age,Marital_status,Claimant_driver_history,Emergency_contact_information,Phone_Number,Email,Registration_number,Make,Model,Year,Engine_Chassis_number,Color,Vehicle_condition,Vehicle_value_market_value,Vehicle_type_sedan_SUV_etc,Vehicle_history_accident_repair_history,Fuel_type,Insurance_coverage_type,Odometer_reading,Vehicle_safety_features,Date,Time,Location,Nature_of_incident,Police_report,Incident_severity_level,Weather_conditions_at_the_time_of_the_accident,Witnesses,Traffic_condition_at_the_time_of_incident,Incident_description,Involvement_of_pedestrians_or_animals,Cause_of_incident,Damage_to_property_outside_the_vehicle,Accident_scene_photos_videos,Own_Damage,Third_Party,Comprehensive,Extent_of_damage,Repair_estimates,Surveyor_report,Repair_Cost,Total_Loss_Evaluation,Depreciation,Salvage_value,Parts_replaced,Insurance_settlement_amount,Repair_duration,Repair_shop_details,Claim_Form,Driving_License,RC_Book,FIR,Repair_estimate_bill,Claim_amount,Deductibles,Previous_claims,Claim_status,Supporting_documents,Payment_details,Claim_history_report,Injury_details,Medical_bills,Hospitalization_details,Treatment_type,Medical_reports,Doctor_statement,Prescription_details,Physiotherapy_details,Disability_status,Loss_of_wages,Red_flags,Investigation,Regulatory_compliance,Court_cases,Fraud_detection,Compliance_check_list,Legal_obligations_if_any,Forensic_examination_if_any,Claims_audit_findings,Claim_review_history,Claims_approval_status,Final_settlement_approval,Internal_audit_report,Claim_verification,Fraud_detection_approval,Supervisor_Manager_approval,Driver_license,Driver_history,Driving_experience,Previous_traffic_violations,License_expiry_date,Driver_address,Driver_contact_details,Driver_medical_history,Alcohol_drug_test_results,License_class_if_applicable,License_Type
POL87238152,Car Insurance,Third Party,Engine Protection,Suspended,2024-12-10 to 2025-12-31,1321159,29704,2024-06-25,Michelle Jackson,Paid,Half Yearly,2025-03-22,Erica Williams,Daughter,"93057 Richardson Causeway
West Curtis, AS 74478",Environmental education officer,65,Married,2 minor accidents,"(508)298-1239, camposalexander@example.com",744-250-7638x67275,jill03@example.org,ND 65 gB 1878,Hyundai,EcoSport,2021,cv4319018176,Blue,Used,1932247.0795019665,Sedan,1 accident,Diesel,Comprehensive,58053,"Airbags, ABS",2024-06-28,04:38:08,Webbmouth,Theft,FIR41385,Moderate,Clear,"622.716.4429x810, David Conley",Light,Stolen vehicle,Yes,Pedestrian crossing,Yes,"wall.jpg, those.mp4",False,True,False,13269,549699.3211179017,SurveyorReport012,549699.3211179017,Not a total loss,206515.78620523994,40875.242271463176,Left fender,602986,9,"White Inc, 9004 Nicole Ranch Suite 042
East Jeremiah, NV 41036, (992)689-4427x23685",ClaimForm223,DL4040264085,RC3093550016,FIR09435,Estimate061,617509,14523,2,Rejected,"under.jpg, care.mp4",Payment321,HistoryReport414,Broken leg,48077,"5 days in Thompson, Harper and Mann",Rest and bandage,MedicalReport992,DoctorStatement931,Prescription573,PhysioReport865,True,29027,False,Pending,Compliant,True,Failed,None,None,ForensicReport591,AuditFindings695,ReviewHistory009,Rejected,True,AuditReport221,False,False,Manager986,DL1123647111,One speeding ticket,13,2 accidents,2027-12-24,"738 Lopez Estate Apt. 443
Jamesview, VT 67767","553-758-0850x876, leahmcmahon@example.com",Diabetes,Passed,HGV,Permanent
POL79661831,Car Insurance,Comprehensive,Engine Protection,Effective,2024-08-24 to 2025-04-02,359448,17759,2025-03-09,Denise Pacheco,Pending,Recurring,2025-10-15,Amber Fritz,Parent,"6615 Timothy Passage Suite 895
New Mary, OR 81609",Music therapist,32,Married,2 minor accidents,"(400)995-8857x6907, twright@example.net",(257)506-1655,dorseyrobert@example.org,Xn 74 zc 4934,Hyundai,Corolla,2018,nP3170114437,Blue,New,504917.8490967492,Sedan,1 accident,Petrol,Third Party,18120,"Airbags, ABS, Parking Sensors",2024-07-09,01:33:46,Kristenfort,Minor Collision,FIR97163,High,Clear,"001-925-471-4134x638, George Henry",Heavy,Scratched car,No,Speeding,No,"arrive.jpg, positive.mp4",False,True,False,47997,120886.84796201877,SurveyorReport916,120886.84796201877,Not a total loss,38059.766226811924,30161.12382619263,Rear bumper,138080,2,"Brown, Nguyen and Torres, 6820 Hernandez Mountain Apt. 886
New Michael, MT 97721, 001-450-365-2807x52262",ClaimForm027,DL6498912607,RC0086763206,FIR36700,Estimate483,146206,8126,4,Approved,"Congress.jpg, party.mp4",Payment557,HistoryReport024,Fractured arm,39383,4 days in Todd-Daugherty,Surgery and bed rest,MedicalReport986,DoctorStatement028,Prescription659,PhysioReport282,True,27691,False,Closed,Non-compliant,False,Passed,Pending,Pending,ForensicReport954,AuditFindings436,ReviewHistory551,Approved,False,AuditReport719,False,True,Manager000,DL0603454070,One speeding ticket,16,No violations,2028-02-20,"49795 Daniel Union
Lake Derekland, WA 51629","(249)503-1991, garyjohnson@example.org",No major medical issues,Failed,LMV,Learning
POL34180194,Car Insurance,Accidental Coverage,Zero Depreciation,Effective,2024-12-01 to 2025-07-11,386756,4422,2024-06-05,Julia Warren,Pending,Recurring,2025-08-25,Jay Adams,Parent,"43814 Dale Rapids Apt. 968
North Shelbyburgh, LA 42132","Librarian, academic",36,Single,Clean,"(783)322-5440x0718, watkinsdean@example.com",+1-974-490-0633,laurabailey@example.com,Qq 38 Qx 4664,Hyundai,Swift,2018,dE5894229135,White,New,380698.2662128999,Sedan,1 repair,Petrol,Comprehensive,36479,"Airbags, ABS, Reverse Sensors",2025-02-25,19:52:36,Stevensonport,Minor Scratch,FIR78380,Low,Clear,"001-750-772-9094, Paul Gibson",Moderate,Scratched car,Yes,Pedestrian crossing,No,"media.jpg, teach.mp4",False,True,True,30854,125852.42413696533,SurveyorReport555,125852.42413696533,Total Loss,44551.37467668033,21016.679207787292,Front left door,165331,9,"Miller Ltd, 81175 Mark Center
Robertston, MI 89570, 001-402-398-1762x1967",ClaimForm863,DL0271100140,RC6184066142,FIR68336,Estimate892,181526,16195,0,Pending,"knowledge.jpg, enjoy.mp4",Payment012,HistoryReport966,Bruises on face,28745,9 days in Erickson LLC,Rest and bandage,MedicalReport001,DoctorStatement878,Prescription297,PhysioReport638,False,10870,True,Pending,Non-compliant,False,Passed,Pending,Pending,ForensicReport079,AuditFindings703,ReviewHistory247,Rejected,True,AuditReport347,False,False,Manager074,DL4282572624,Clean driving record,12,2 accidents,2026-10-10,"230 Rebecca Hill
Lake Ronald, AZ 57605","+1-845-547-5686x74526, turneroscar@example.net",Diabetes,Passed,HGV,Permanent
POL48884281,Car Insurance,Comprehensive,Zero Depreciation,Cancelled,2025-01-16 to 2025-10-23,1029711,20825,2024-05-23,Kenneth Smith,Paid,Recurring,2025-10-23,Casey Gray,Spouse,"393 Rodriguez Curve Apt. 119
Oliverland, TN 84874",Exhibition designer,36,Married,1 accident,"782.253.1630, barbaramiller@example.org",343-283-3677x3545,jeffreyelliott@example.org,Et 16 GQ 6220,Maruti Suzuki,Corolla,2015,gU3908721777,Black,Used,1524167.3959189071,SUV,1 repair,Petrol,Comprehensive,85954,"Airbags, ABS, Parking Sensors",2024-04-27,13:13:04,New Walter,Theft,FIR68490,Low,Cloudy,"(787)208-5008, Sharon Salinas",Light,Hit by a truck,Yes,Speeding,No,"decade.jpg, must.mp4",False,False,True,39098,397311.24873483676,SurveyorReport610,397311.24873483676,Not a total loss,122861.28052067412,74879.61858976817,Left fender,533574,1,"Fernandez, Avila and Smith, 7750 Barker Plain Apt. 405
East Brandonborough, NH 40300, +1-653-529-7366x89772",ClaimForm283,DL9335464021,RC7521269802,FIR22186,Estimate136,552602,19028,2,Approved,"TV.jpg, service.mp4",Payment192,HistoryReport955,Head injury,40462,1 days in Keller LLC,Surgery and observation,MedicalReport002,DoctorStatement380,Prescription820,PhysioReport921,False,41354,True,Under process,Non-compliant,False,Failed,None,None,ForensicReport474,AuditFindings861,ReviewHistory045,Rejected,False,AuditReport058,False,False,Manager432,DL0737756805,2 minor accidents,2,2 accidents,2028-09-04,"62495 Austin Dale Apt. 233
Jefferyview, DC 79623","(276)519-6876, herreraandrew@example.net",No major medical issues,Failed,LMV,Permanent
POL67523579,Car Insurance,Comprehensive,Engine Protection,Cancelled,2024-12-01 to 2025-09-18,1836740,74362,2024-08-27,Andrew Dudley,Paid,Half Yearly,2025-10-23,Lisa Williams,Spouse,"9675 Rodney Squares Apt. 962
Timothyfurt, RI 26362",Oncologist,65,Married,1 accident,"+1-663-966-1590x3780, brucehebert@example.com",981.400.4959,tonyawalker@example.net,ng 36 ks 2301,Maruti Suzuki,Corolla,2017,qv5444751349,Silver,Used,1393214.4767076322,Hatchback,No accidents,Diesel,Comprehensive,79731,"Airbags, ABS, Reverse Sensors",2024-08-27,05:52:12,North Shelley,Accident involving pedestrian,FIR22088,Moderate,Clear,"824-818-4906x8195, Lisa Gutierrez",Light,Stolen vehicle,No,Pedestrian crossing,No,"public.jpg, task.mp4",False,True,True,10533,411262.9904125834,SurveyorReport177,411262.9904125834,Total Loss,247329.5967581842,74835.52490736538,Windshield,443938,5,"Anderson, Hendricks and Saunders, 771 Vickie Plain Suite 074
Port Joseph, MP 47513, +1-701-658-7160x46100",ClaimForm829,DL6760885341,RC7013020223,FIR60960,Estimate552,482204,38266,3,Rejected,"deep.jpg, throughout.mp4",Payment189,HistoryReport370,Broken leg,42586,8 days in Hunt-Price,Rest and bandage,MedicalReport652,DoctorStatement421,Prescription851,PhysioReport324,False,29605,True,Closed,Compliant,True,Passed,Pending,Pending,ForensicReport235,AuditFindings859,ReviewHistory347,Approved,True,AuditReport261,True,True,Manager740,DL0134331153,One speeding ticket,18,No violations,2025-04-19,"267 Brittany Key
Nelsonshire, MN 54520","001-669-331-8231, ubaker@example.net",Asthma,Failed,LMV,Learning
POL89340274,Car Insurance,Third Party,Consumable cover,Cancelled,2025-02-13 to 2025-12-01,728176,29887,2025-03-16,Elizabeth Wagner,Paid,Quarterly,2026-04-17,Tammy Butler,Daughter,"Unit 7112 Box 1038
DPO AP 64812",Estate agent,32,Single,2 minor accidents,"001-686-437-5672x2629, scott48@example.net",+1-678-782-5960x1580,odavis@example.net,tt 33 kb 6774,Maruti Suzuki,Swift,2022,Mz8650882326,White,Used,693344.7723625947,Hatchback,1 repair,Petrol,Third Party,64733,"Airbags, ABS",2024-10-28,20:04:13,West Dawnmouth,Accident involving pedestrian,FIR18222,High,Rainy,"819.341.3470, Mr. Andrew Franklin",Light,Stolen vehicle,Yes,Theft,No,"particular.jpg, how.mp4",True,False,False,46450,215500.18732439383,SurveyorReport720,215500.18732439383,Not a total loss,81736.11084254083,26225.610566574513,Left fender,254209,6,"Burns-Cook, 29056 Justin Loop
Ericberg, MO 05983, 291-607-2326",ClaimForm816,DL0021996771,RC8788502921,FIR59413,Estimate326,276483,22274,5,Pending,"act.jpg, throw.mp4",Payment763,HistoryReport702,Head injury,46825,"5 days in Olson, Hopkins and Martinez",Surgery and bed rest,MedicalReport576,DoctorStatement157,Prescription636,PhysioReport993,True,36568,True,Closed,Non-compliant,True,Failed,Pending,None,ForensicReport318,AuditFindings846,ReviewHistory004,Approved,False,AuditReport993,False,True,Manager130,DL5336213029,Clean driving record,19,1 speeding,2029-12-23,"875 Andrea Inlet
South Paulton, WV 72927","613-487-6658x707, hphillips@example.net",No major medical issues,Failed,HGV,Learning
POL73535039,Car Insurance,Comprehensive,Zero Depreciation,Cancelled,2025-01-17 to 2025-05-25,1564852,72943,2025-01-26,John Jones,Paid,Recurring,2025-06-07,Jennifer Andrews,Parent,"92771 Katie Underpass
New Margaretport, HI 02934",Brewing technologist,59,Married,2 minor accidents,"955-353-1192x5016, iroberts@example.net",922.286.0674x919,nwilliams@example.net,CN 33 Kz 6695,Toyota,EcoSport,2015,qj0924930504,Blue,New,948915.5497278958,SUV,No accidents,Petrol,Comprehensive,66749,"Airbags, ABS",2024-11-18,14:33:03,North Jessica,Theft,FIR19696,Low,Clear,"(438)335-0827, Tracy Stein",Moderate,Rear-ended car,No,Pedestrian crossing,Yes,"to.jpg, military.mp4",True,False,True,31710,288512.21823837486,SurveyorReport947,288512.21823837486,Not a total loss,182737.281545169,83179.24652395159,Rear bumper,348459,5,"Coleman-Reed, 72842 Laura Divide
Lake Paulville, WA 97822, +1-890-248-1111x66642",ClaimForm510,DL7510073805,RC2633527007,FIR89696,Estimate124,354363,5904,4,Pending,"here.jpg, describe.mp4",Payment573,HistoryReport608,Whiplash injury,39266,"8 days in Mcdaniel, Hale and Hahn",Physiotherapy and medication,MedicalReport775,DoctorStatement758,Prescription410,PhysioReport961,True,27708,True,Under process,Non-compliant,True,Failed,None,None,ForensicReport219,AuditFindings180,ReviewHistory076,Approved,True,AuditReport397,False,False,Manager492,DL4869913388,One speeding ticket,2,No violations,2030-02-13,"6506 Cassandra Inlet Apt. 668
North Jeanside, MD 58779","(888)702-3933, qschmidt@example.org",No major medical issues,Passed,LMV,Learning
POL62947035,Car Insurance,Third Party,Engine Protection,Effective,2024-09-25 to 2025-12-07,242152,11931,2024-06-21,Desiree Weber,Paid,Quarterly,2025-05-08,Patricia Weber,Spouse,"7469 Richards Plains
Davidbury, NE 40735",Estate agent,38,Married,One speeding ticket,"5937025352, vevans@example.net",(306)816-8888x5579,beckbrittany@example.org,LH 66 re 8142,Maruti Suzuki,i20,2022,EG9628345274,White,New,150337.17007129855,Sedan,1 repair,Petrol,Comprehensive,48789,"Airbags, ABS, Parking Sensors",2025-01-13,09:52:02,North Mary,Accident involving pedestrian,FIR59224,Moderate,Rainy,"001-631-695-7121x46331, Matthew Haynes",Light,Hit by a truck,No,Driver Error,Yes,"quickly.jpg, enter.mp4",False,False,False,32303,104989.71997945051,SurveyorReport725,104989.71997945051,Not a total loss,11335.151655266185,3196.224068212338,Left fender,125314,2,"Diaz, Miller and Berry, USNS Gordon
FPO AE 23408, 584.835.3284x1857",ClaimForm718,DL8351153992,RC2163814901,FIR86790,Estimate574,137274,11960,0,Rejected,"degree.jpg, market.mp4",Payment885,HistoryReport032,Bruises on face,23185,3 days in Mccarthy-Spencer,Rest and bandage,MedicalReport959,DoctorStatement795,Prescription063,PhysioReport924,False,36373,True,Closed,Non-compliant,True,Passed,Pending,Pending,ForensicReport708,AuditFindings394,ReviewHistory317,Rejected,True,AuditReport497,True,True,Manager355,DL4016818193,One traffic violation,9,2 accidents,2027-08-25,"3389 Hogan Flat
Jessicatown, SC 90500","+1-495-988-7920x866, fhernandez@example.com",No major medical issues,Failed,LMV,Permanent
POL20147877,Car Insurance,Comprehensive,Engine Protection,Suspended,2024-10-24 to 2026-01-04,1029644,50227,2025-01-16,Stephen Miller,Pending,Recurring,2025-09-19,Dr. Heidi Martin,Son,"5678 Williams Spur
North Bailey, PA 55036","Engineer, petroleum",63,Single,2 minor accidents,"791-997-9653, vcarter@example.org",001-622-852-0616x34395,cynthiayang@example.org,sD 07 PN 1443,Hyundai,Corolla,2016,tY4740113543,Silver,Used,1379591.585153311,Hatchback,1 repair,Petrol,Third Party,30412,"Airbags, ABS",2024-06-10,06:59:45,Port Matthewville,Major Collision,FIR70975,High,Sunny,"(508)740-5094x699, Mr. Louis Thomas",Heavy,Hit by a truck,No,Driver Error,No,"trial.jpg, manager.mp4",True,False,False,31237,139309.82828331215,SurveyorReport939,139309.82828331215,Not a total loss,255244.95673514617,111497.16895550209,Left side mirror,132767,7,"Robertson-Young, 2950 Brandon Mills Suite 526
Christopherborough, CA 97295, 496.879.4541x593",ClaimForm442,DL7705660597,RC2861571313,FIR27109,Estimate286,145102,12335,1,Pending,"stand.jpg, only.mp4",Payment521,HistoryReport171,Bruises on face,34686,7 days in Perez-Fletcher,Casting and Physiotherapy,MedicalReport712,DoctorStatement616,Prescription329,PhysioReport586,False,28114,False,Pending,Compliant,False,Passed,None,Pending,ForensicReport191,AuditFindings025,ReviewHistory070,Approved,False,AuditReport835,True,True,Manager279,DL4799167994,One speeding ticket,16,No violations,2027-05-31,"03573 William Drive Apt. 393
Mistyton, NE 88988","424.470.2245x0690, fmartin@example.com",No major medical issues,Passed,HGV,Permanent
POL83678461,Car Insurance,Comprehensive,Consumable cover,Cancelled,2024-09-26 to 2025-11-27,537915,5456,2025-02-26,Sydney Villanueva,Paid,Half Yearly,2026-03-03,Michael Watts,Spouse,"8741 Jones Ways Suite 321
Cynthiaview, AL 00749","Engineer, site",41,Married,2 minor accidents,"702.548.6793x03060, wsherman@example.com",601-833-1694,haley68@example.com,UB 86 mm 8114,Hyundai,Corolla,2022,OE0040424658,Blue,Used,566483.2180718798,SUV,No accidents,Diesel,Comprehensive,98618,"Airbags, ABS, Reverse Sensors",2024-04-01,02:03:54,Parkermouth,Minor Scratch,FIR28804,High,Cloudy,"+1-308-558-4101x9959, Gregory Brown",Heavy,Stolen vehicle,No,Speeding,No,"someone.jpg, energy.mp4",True,False,False,48470,138921.2902681581,SurveyorReport498,138921.2902681581,Total Loss,49154.59996708286,40426.81513142287,Left side mirror,164443,7,"Goodwin, Matthews and Ward, 69999 Peterson Fall
New Tina, PA 60476, (852)673-6547x82029",ClaimForm922,DL0487016356,RC7403412598,FIR78952,Estimate923,173223,8780,4,Pending,"today.jpg, painting.mp4",Payment484,HistoryReport077,Head injury,42106,9 days in Phelps Group,Rest and bandage,MedicalReport275,DoctorStatement910,Prescription707,PhysioReport927,False,19714,False,Pending,Non-compliant,False,Passed,None,Pending,ForensicReport567,AuditFindings339,ReviewHistory518,Rejected,False,AuditReport838,False,False,Manager465,DL4205314102,Clean driving record,3,No violations,2025-12-30,"9161 Todd Mountain Suite 673
Williamport, CA 29441","615.773.4253, mathew29@example.com",Diabetes,Failed,LMV,Learning
POL85527878,Car Insurance,Comprehensive,Consumable cover,Cancelled,2024-04-15 to 2025-07-04,496587,7711,2024-12-07,Veronica Gross,Pending,Half Yearly,2026-11-17,Ryan Smith,Spouse,"160 Kelly Fall
East Mark, WI 71749",Records manager,18,Married,1 accident,"+1-347-285-2700x72180, cguzman@example.com",922-462-6328,kimberlybrown@example.org,Dz 20 pc 2276,Maruti Suzuki,i20,2022,We2786402967,Black,New,545912.7988579319,Sedan,1 accident,Petrol,Third Party,49940,"Airbags, ABS, EBD",2024-10-10,15:43:53,New Jamiehaven,Accident involving pedestrian,FIR57486,Low,Rainy,"001-329-535-2830, Selena Roy",Heavy,Stolen vehicle,No,Pedestrian crossing,Yes,"nothing.jpg, political.mp4",False,True,False,13565,168941.63971644113,SurveyorReport272,168941.63971644113,Total Loss,93736.8899868503,20970.32655667477,Left side mirror,166284,9,"Jones, Morris and Barrett, 67731 Jose Land
Ashleyshire, AR 87671, (475)570-4895x7087",ClaimForm549,DL1483127724,RC7709781863,FIR38702,Estimate070,173732,7448,0,Approved,"increase.jpg, responsibility.mp4",Payment416,HistoryReport594,Fractured arm,39263,6 days in Lopez Inc,Physiotherapy and medication,MedicalReport177,DoctorStatement856,Prescription382,PhysioReport765,True,23050,False,Pending,Compliant,False,Failed,Pending,None,ForensicReport522,AuditFindings901,ReviewHistory995,Approved,False,AuditReport589,False,True,Manager828,DL2137466354,One traffic violation,15,1 parking violation,2025-06-29,"610 Blanchard Centers Apt. 036
Ashleyhaven, KS 82093","001-432-555-2198x694, qferguson@example.com",Hypertension,Failed,HGV,Learning
POL70396889,Car Insurance,Third Party,Consumable cover,Effective,2024-05-07 to 2025-04-15,1729314,49148,2024-05-06,Jeffery Smith,Paid,Half Yearly,2027-02-22,Darlene Gregory,Spouse,"0363 Espinoza Ridge Apt. 269
North Shannonport, SD 35397",Call centre manager,34,Single,One speeding ticket,"001-420-622-6161x12361, samueldavidson@example.net",001-395-434-9981,nlee@example.com,ae 25 pP 4972,Hyundai,i20,2015,zQ9558930147,Silver,New,2323926.473340829,Sedan,1 accident,Diesel,Third Party,85900,"Airbags, ABS",2024-08-20,21:11:40,South Kimberly,Minor Collision,FIR14749,Low,Rainy,"(995)526-7640x873, Kevin Richardson",Light,Scratched car,No,Speeding,No,"guy.jpg, offer.mp4",False,True,False,29065,1403822.6769178454,SurveyorReport633,1403822.6769178454,Not a total loss,363820.296517109,227389.46311468512,Front left door,1346939,9,"Douglas-George, 59583 Martinez Trace Apt. 341
New Sandraberg, TN 54727, 834.845.1425x0966",ClaimForm288,DL9561490773,RC0541522558,FIR65073,Estimate523,1407184,60245,4,Rejected,"start.jpg, society.mp4",Payment391,HistoryReport258,Fractured arm,22122,"4 days in Macdonald, Hill and Williams",Casting and Physiotherapy,MedicalReport135,DoctorStatement379,Prescription606,PhysioReport885,True,13635,True,Under process,Compliant,True,Failed,Pending,None,ForensicReport881,AuditFindings836,ReviewHistory804,Approved,False,AuditReport819,False,True,Manager180,DL6922231635,One traffic violation,17,2 accidents,2025-06-10,"3173 Fernandez Keys
West Steven, MH 24099","(367)964-4045, emily45@example.net",Hypertension,Passed,LMV,Learning
POL06299042,Car Insurance,Third Party,Engine Protection,Suspended,2024-04-11 to 2025-04-22,997503,13612,2024-10-17,Jennifer Allen,Pending,Half Yearly,2026-06-04,Oscar Franklin,Spouse,"6792 Reeves Rapids
New Felicia, OH 56381",Media buyer,21,Married,Clean,"+1-328-722-3091x45449, landryjoshua@example.net",317-384-8301x6619,bcarroll@example.net,LC 35 pu 4122,Honda,EcoSport,2019,Qs2461663563,Red,Used,1267767.6114270904,Sedan,1 repair,Petrol,Comprehensive,42394,"Airbags, ABS, Reverse Sensors",2024-05-22,04:52:52,Wintersburgh,Minor Collision,FIR19850,High,Cloudy,"554.403.4518, Megan Howard",Heavy,Hit by a truck,Yes,Speeding,No,"return.jpg, natural.mp4",False,True,False,10470,350288.0148319517,SurveyorReport014,350288.0148319517,Not a total loss,208196.420939288,83987.07909031496,Rear bumper,515400,4,"Bishop Ltd, 14088 Davis Roads
Edwardfurt, IA 19595, 4319307205",ClaimForm249,DL6288403472,RC7273834783,FIR54752,Estimate532,561337,45937,1,Rejected,"still.jpg, produce.mp4",Payment792,HistoryReport271,Broken leg,12674,"9 days in Santiago, Foster and Turner",Casting and Physiotherapy,MedicalReport549,DoctorStatement132,Prescription302,PhysioReport453,False,13721,False,Pending,Compliant,True,Passed,Pending,None,ForensicReport198,AuditFindings389,ReviewHistory369,Approved,True,AuditReport513,False,True,Manager443,DL8187924983,2 minor accidents,20,1 parking violation,2029-09-28,"1676 Brooke Views Suite 130
Bennettbury, PA 32797","+1-857-771-3777x81804, sara18@example.org",Diabetes,Failed,HGV,Permanent
POL40629838,Car Insurance,Accidental Coverage,Engine Protection,Suspended,2024-10-04 to 2026-03-01,671891,14508,2024-12-08,Jodi Hall,Pending,Quarterly,2026-03-20,Christopher Gross,Son,"9147 Hamilton Lane Suite 668
Port Timberg, IA 10139",Purchasing manager,49,Single,2 minor accidents,"(218)629-2408x584, lee90@example.net",001-580-300-2801x609,jennifer09@example.com,eS 47 SS 2089,Hyundai,City,2016,iT4238812487,Blue,Used,907052.5811627372,Sedan,1 repair,Diesel,Comprehensive,34726,"Airbags, ABS, EBD",2024-04-24,06:41:30,Whitakerhaven,Minor Collision,FIR33587,Moderate,Clear,"876-509-7866x36975, Anthony Thompson",Moderate,Scratched car,Yes,Pedestrian crossing,No,"specific.jpg, three.mp4",False,False,True,33329,180056.98887294938,SurveyorReport206,180056.98887294938,Not a total loss,150114.21742131104,81739.85666730937,Windshield,255412,9,"Cunningham Group, 5705 Jennifer Squares
Melindaland, FM 69252, 001-470-513-4019x81887",ClaimForm348,DL6077885153,RC2876577962,FIR64598,Estimate909,268740,13328,4,Rejected,"foot.jpg, energy.mp4",Payment889,HistoryReport075,Broken leg,17328,2 days in Hill Ltd,Physiotherapy and medication,MedicalReport885,DoctorStatement223,Prescription021,PhysioReport808,False,24889,True,Pending,Non-compliant,False,Failed,None,None,ForensicReport002,AuditFindings990,ReviewHistory640,Approved,True,AuditReport829,True,False,Manager629,DL9971259012,One speeding ticket,5,1 speeding,2029-05-27,"45494 Holmes Circle
Gouldhaven, MO 15247","(439)705-8563, bentonmary@example.com",Hypertension,Passed,LMV,Permanent
